,date,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,symbol,MA5,MA10,MA20,RSI,ATR,signal,position,stop_loss,trailing_stop,highest_price,atr_multiplier,position_size,returns,strategy_returns,cumulative_returns,strategy_cumulative_returns,portfolio_value,peak,drawdown
32,2023-10-18 00:00:00.000000,1.018,1.02,1.023,1.018,10643,1087006.706,0.49,-0.68,-0.007,0.05,159696,1.0244,1.0139,1.01685,47.663551401869206,0.012357142857142853,0,0.0,,1.018642857142857,1.031,1.0,97847.35812133072,-0.006815968841285214,-0.0,1.0109018830525276,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
33,2023-10-19 00:00:00.000000,1.018,1.005,1.018,1.005,17160,1730199.57,1.27,-1.47,-0.015,0.08,159696,1.0191999999999999,1.0154999999999998,1.01565,48.11320754716981,0.01192857142857144,-1,0.0,,1.0190714285714284,1.031,1.0,0.0,-0.014705882352941346,-0.0,0.9960356788899902,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
34,2023-10-20 00:00:00.000000,1.0,0.993,1.0,0.991,23924,2378177.78,0.9,-1.19,-0.012,0.12,159696,1.0128,1.0159,1.01335,48.57142857142856,0.010928571428571439,0,-1.0,,,,1.0,0.0,-0.011940298507462588,0.0,0.9841427155599606,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
35,2023-10-23 00:00:00.000000,0.993,0.987,0.993,0.978,22169,2176262.774,1.51,-0.6,-0.006,0.11,159696,1.0064,1.0143,1.0105,45.454545454545446,0.011714285714285724,0,0.0,,,,1.0,0.0,-0.006042296072507614,-0.0,0.9781962338949457,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
36,2023-10-24 00:00:00.000000,0.988,0.995,0.995,0.988,13076,1296256.5,0.71,0.81,0.008,0.06,159696,1.0,1.0124,1.0085,51.32743362831859,0.011642857142857153,0,0.0,,,,1.0,0.0,0.008105369807497542,0.0,0.9861248761149656,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
37,2023-10-25 00:00:00.000000,0.998,0.994,0.998,0.992,11410,1134381.0,0.6,-0.1,-0.001,0.05,159696,0.9948,1.0096,1.0066,52.252252252252255,0.011357142857142868,0,0.0,,,,1.0,0.0,-0.0010050251256281673,-0.0,0.9851337958374631,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
38,2023-10-26 00:00:00.000000,0.979,0.967,0.979,0.961,26407,2551987.989,1.81,-2.72,-0.027,0.13,159696,0.9872,1.0032,1.0036999999999998,42.02898550724637,0.012571428571428582,0,0.0,,,,1.0,0.0,-0.02716297786720323,-0.0,0.9583746283448962,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
39,2023-10-27 00:00:00.000000,0.963,0.972,0.972,0.96,25590,2478514.538,1.24,0.52,0.005,0.12,159696,0.983,0.9978999999999999,1.00185,37.98449612403103,0.012357142857142869,-1,0.0,,,,1.0,0.0,0.005170630816959676,0.0,0.9633300297324086,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
40,2023-10-30 00:00:00.000000,0.966,0.971,0.972,0.966,16908,1639742.287,0.62,-0.1,-0.001,0.08,159696,0.9798,0.9930999999999999,1.0006,31.932773109243655,0.011714285714285717,-1,-1.0,,,,1.0,0.0,-0.0010288065843621075,0.0,0.9623389494549061,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
41,2023-10-31 00:00:00.000000,0.973,0.969,0.994,0.969,32165,3132387.2,2.57,-0.21,-0.002,0.15,159696,0.9746,0.9873,0.9992000000000001,26.548672566371636,0.012928571428571432,-1,-1.0,,,,1.0,0.0,-0.002059732234809486,0.0,0.9603567888999011,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
42,2023-11-01 00:00:00.000000,0.979,0.981,0.981,0.972,19382,1894047.2,0.93,1.24,0.012,0.09,159696,0.9719999999999999,0.9833999999999999,0.9986499999999999,28.448275862068996,0.013071428571428576,-1,-1.0,,,,1.0,0.0,0.01238390092879249,-0.0,0.9722497522299307,0.9782758657868804,97827.58657868805,100000.0,-0.021724134213119542
43,2023-11-02 00:00:00.000000,0.994,1.001,1.002,0.994,14097,1409353.6,0.82,2.04,0.02,0.07,159696,0.9788,0.983,0.99925,40.76923076923075,0.013928571428571441,0,-1.0,0.9870714285714285,,1.001,1.0,99900.09990009991,0.020387359836901098,-0.020366992844057043,0.9920713577799802,0.9583513282288852,95835.13282288852,100000.0,-0.041648671771114754
44,2023-11-03 00:00:00.000000,1.008,1.012,1.012,1.008,22632,2288304.21,0.4,1.1,0.011,0.11,159696,0.9867999999999999,0.9849,1.0004,47.40740740740745,0.014000000000000021,0,0.0,,0.998,1.012,1.0,99900.09990009991,0.010989010989011172,0.0,1.0029732408325076,0.9583513282288852,95835.13282288852,100000.0,-0.041648671771114754
45,2023-11-06 00:00:00.000000,1.02,1.02,1.027,1.019,36385,3713596.584,0.79,0.79,0.008,0.18,159696,0.9966000000000002,0.9882,1.00125,47.40740740740745,0.014428571428571433,0,0.0,,1.0055714285714286,1.02,1.0,99900.09990009991,0.007905138339920903,0.0,1.0109018830525274,0.9583513282288852,95835.13282288852,100000.0,-0.041648671771114754
46,2023-11-07 00:00:00.000000,1.02,1.019,1.023,1.018,24272,2474667.641,0.49,-0.1,-0.001,0.12,159696,1.0066,0.9906,1.0014999999999998,49.61240310077515,0.014142857142857148,0,0.0,,1.0058571428571428,1.02,1.0,99900.09990009991,-0.0009803921568628526,-0.0,1.0099108027750248,0.9583513282288852,95835.13282288852,100000.0,-0.041648671771114754
47,2023-11-08 00:00:00.000000,1.028,1.03,1.03,1.028,25916,2667629.152,0.2,1.08,0.011,0.12,159696,1.0164,0.9942,1.0019,60.000000000000036,0.013857142857142861,1,0.0,1.0161428571428572,,1.03,1.0,97087.37864077669,0.01079489695780178,0.0,1.0208126858275521,0.9583513282288852,95835.13282288852,100000.0,-0.041648671771114754
48,2023-11-09 00:00:00.000000,1.03,1.034,1.036,1.03,54838,5667321.96,0.58,0.39,0.004,0.26,159696,1.023,1.0009000000000001,1.0020499999999999,67.5213675213675,0.013285714285714298,1,1.0,,1.0207142857142857,1.034,1.0,97087.37864077669,0.003883495145631022,0.0037703836365349723,1.024777006937562,0.961964680394891,96196.4680394891,100000.0,-0.03803531960510896
49,2023-11-10 00:00:00.000000,1.029,1.027,1.029,1.021,19832,2034947.275,0.77,-0.68,-0.007,0.1,159696,1.026,1.0064,1.0021499999999999,66.94915254237279,0.013142857142857163,1,1.0,,1.020857142857143,1.034,1.0,97087.37864077669,-0.0067698259187621845,-0.006572646523070082,1.0178394449950445,0.9556420265829773,95564.20265829773,100000.0,-0.04435797341702273
50,2023-11-13 00:00:00.000000,1.047,1.049,1.049,1.046,54361,5695289.998,0.29,2.14,0.022,0.26,159696,1.0317999999999998,1.0142,1.00365,70.45454545454535,0.014142857142857164,1,1.0,,1.0348571428571427,1.049,1.0,97087.37864077669,0.02142161635832518,0.020797685784781725,1.039643211100099,0.9755171691745821,97551.71691745821,100000.0,-0.024482830825417915
51,2023-11-14 00:00:00.000000,1.049,1.051,1.053,1.049,23015,2416148.729,0.38,0.19,0.002,0.11,159696,1.0382,1.0224,1.00485,71.42857142857133,0.014000000000000021,1,1.0,,1.0439999999999998,1.051,0.5,97087.37864077669,0.0019065776930409228,0.0018510463039232259,1.0416253716551038,0.9773228966249963,97732.28966249962,100000.0,-0.02267710337500379
52,2023-11-15 00:00:00.000000,1.068,1.07,1.07,1.065,31243,3335840.743,0.48,1.81,0.019,0.15,159696,1.0462,1.0313,1.00735,91.19999999999985,0.013000000000000027,1,1.0,,1.0635000000000001,1.07,0.5,97087.37864077669,0.01807802093244537,0.017551476633442108,1.060455896927651,0.9944763566084379,99447.63566084379,100000.0,-0.005523643391562073
53,2023-11-16 00:00:00.000000,1.068,1.065,1.069,1.062,10796,1149912.759,0.65,-0.47,-0.005,0.05,159696,1.0524,1.0376999999999998,1.01035,87.19999999999979,0.012714285714285742,1,1.0,,1.0572857142857144,1.07,1.0,97087.37864077669,-0.004672897196261738,-0.004536793394428871,1.0555004955401386,0.989964622842861,98996.4622842861,100000.0,-0.01003537715713901
54,2023-11-17 00:00:00.000000,1.067,1.066,1.068,1.065,6662,710540.7,0.28,0.09,0.001,0.03,159696,1.0602,1.0431,1.0139999999999998,87.9999999999998,0.012500000000000035,1,1.0,,1.0575,1.07,1.0,97087.37864077669,0.0009389671361503815,0.000911618578786778,1.0564915758176412,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
55,2023-11-20 00:00:00.000000,1.058,1.053,1.066,1.053,10536,1114239.253,1.22,-1.22,-0.013,0.05,159696,1.0610000000000002,1.0463999999999998,1.0173,80.88235294117625,0.011642857142857186,-1,1.0,,1.0583571428571428,1.07,1.0,0.0,-0.012195121951219634,-0.0,1.0436075322101088,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
56,2023-11-21 00:00:00.000000,1.065,1.065,1.066,1.061,16680,1775620.473,0.47,1.14,0.012,0.08,159696,1.0638,1.051,1.0208,80.88235294117625,0.011714285714285764,1,-1.0,,,,1.0,0.0,0.01139601139601143,-0.0,1.0555004955401386,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
57,2023-11-22 00:00:00.000000,1.058,1.056,1.063,1.052,7681,811668.85,1.03,-0.85,-0.009,0.04,159696,1.061,1.0535999999999999,1.0239,71.99999999999991,0.011142857142857185,1,1.0,,,,1.0,0.0,-0.00845070422535199,-0.0,1.0465807730426164,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
58,2023-11-23 00:00:00.000000,1.063,1.064,1.065,1.057,4192,445713.228,0.76,0.76,0.008,0.02,159696,1.0608,1.0566,1.02875,71.31147540983595,0.011000000000000025,1,1.0,,,,1.0,0.0,0.007575757575757569,0.0,1.0545094152626362,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
59,2023-11-24 00:00:00.000000,1.064,1.064,1.065,1.061,30353,3227033.139,0.38,0.0,0.0,0.15,159696,1.0604,1.0603,1.03335,69.29824561403498,0.010214285714285747,1,1.0,,,,1.0,0.0,0.0,0.0,1.0545094152626362,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
60,2023-11-27 00:00:00.000000,1.059,1.059,1.059,1.056,6733,712232.6,0.28,-0.47,-0.005,0.03,159696,1.0615999999999999,1.0613,1.03775,66.94915254237279,0.01042857142857147,1,1.0,,,,1.0,0.0,-0.00469924812030087,-0.0,1.0495540138751236,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
61,2023-11-28 00:00:00.000000,1.059,1.063,1.063,1.059,5662,600878.89,0.38,0.38,0.004,0.03,159696,1.0612,1.0625,1.04245,64.86486486486474,0.009928571428571462,1,1.0,,,,1.0,0.0,0.0037771482530688516,0.0,1.0535183349851334,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
62,2023-11-29 00:00:00.000000,1.063,1.064,1.066,1.061,8851,940928.062,0.47,0.09,0.001,0.04,159696,1.0628,1.0619,1.0466000000000002,63.88888888888881,0.009857142857142898,1,1.0,,,,1.0,0.0,0.0009407337723426057,0.0,1.054509415262636,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
63,2023-11-30 00:00:00.000000,1.059,1.064,1.068,1.058,3360,357117.9,0.94,0.0,0.0,0.02,159696,1.0628,1.0618,1.04975,68.31683168316826,0.009642857142857175,1,1.0,,,,1.0,0.0,0.0,0.0,1.054509415262636,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
64,2023-12-01 00:00:00.000000,1.063,1.061,1.063,1.058,13065,1383965.3,0.47,-0.28,-0.003,0.06,159696,1.0622,1.0613,1.0522,57.31707317073165,0.008500000000000032,0,1.0,,,,1.0,0.0,-0.0028195488721806106,-0.0,1.0515361744301284,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
65,2023-12-04 00:00:00.000000,1.062,1.061,1.063,1.059,22740,2412500.026,0.38,0.0,0.0,0.11,159696,1.0626,1.0621,1.0542500000000001,56.24999999999994,0.008500000000000032,0,0.0,,,,1.0,0.0,0.0,0.0,1.0515361744301284,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
66,2023-12-05 00:00:00.000000,1.055,1.05,1.059,1.048,7817,821937.344,1.04,-1.04,-0.011,0.04,159696,1.06,1.0606,1.0558,36.11111111111119,0.008071428571428587,0,0.0,,,,1.0,0.0,-0.010367577756833057,-0.0,1.0406342913776012,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
67,2023-12-06 00:00:00.000000,1.061,1.063,1.064,1.053,28849,3063898.794,1.05,1.24,0.013,0.14,159696,1.0598,1.0613,1.05745,48.75000000000001,0.008500000000000016,0,0.0,,,,1.0,0.0,0.012380952380952381,0.0,1.0535183349851334,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
68,2023-12-07 00:00:00.000000,1.053,1.052,1.054,1.05,4284,450464.3,0.38,-1.03,-0.011,0.02,159696,1.0574,1.0601,1.0583500000000001,42.22222222222222,0.009214285714285715,0,0.0,,,,1.0,0.0,-0.010348071495766553,-0.0,1.0426164519326062,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
69,2023-12-08 00:00:00.000000,1.063,1.063,1.068,1.062,9864,1049365.478,0.57,1.05,0.011,0.05,159696,1.0577999999999999,1.06,1.06015,55.6818181818182,0.009428571428571422,0,0.0,,,,1.0,0.0,0.010456273764258395,0.0,1.0535183349851334,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
70,2023-12-11 00:00:00.000000,1.072,1.071,1.072,1.068,23594,2525431.3,0.38,0.75,0.008,0.11,159696,1.0598,1.0612,1.06125,53.57142857142858,0.009142857142857135,0,0.0,,,,1.0,0.0,0.007525870178739513,0.0,1.0614469772051534,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
71,2023-12-12 00:00:00.000000,1.08,1.085,1.085,1.08,12793,1385998.78,0.47,1.31,0.014,0.06,159696,1.0668000000000002,1.0634000000000001,1.0629499999999998,66.29213483146063,0.009214285714285715,1,0.0,1.0757857142857143,,1.085,1.0,92165.89861751153,0.013071895424836555,0.0,1.0753221010901879,0.9908670929853862,99086.70929853863,100000.0,-0.009132907014613738
72,2023-12-13 00:00:00.000000,1.092,1.098,1.098,1.092,21031,2304893.396,0.55,1.2,0.013,0.1,159696,1.0737999999999999,1.0668,1.0643500000000001,68.08510638297872,0.009500000000000017,1,1.0,,1.0885,1.098,1.0,92165.89861751153,0.011981566820276512,0.01104291872836545,1.08820614469772,1.0018091577638355,100180.91577638355,100180.91577638355,0.0
73,2023-12-14 00:00:00.000000,1.108,1.106,1.115,1.105,62261,6905413.01,0.91,0.73,0.008,0.3,159696,1.0846,1.0710000000000002,1.0664,70.58823529411765,0.010428571428571438,1,1.0,,1.0955714285714286,1.106,1.0,92165.89861751153,0.007285974499089187,0.006715183870128284,1.0961347869177398,1.008536490460998,100853.64904609979,100853.64904609979,0.0
74,2023-12-15 00:00:00.000000,1.104,1.095,1.104,1.093,28048,3072890.7,0.99,-0.99,-0.011,0.13,159696,1.091,1.0744,1.0678500000000002,66.66666666666666,0.010785714285714303,-1,1.0,,1.0952142857142857,1.106,1.0,0.0,-0.009945750452079682,-0.0,1.0852329038652124,1.008536490460998,100853.64904609979,100853.64904609979,0.0
75,2023-12-18 00:00:00.000000,1.107,1.105,1.107,1.099,12046,1328675.2,0.73,0.91,0.01,0.06,159696,1.0977999999999999,1.0788,1.07045,68.42105263157895,0.011357142857142875,1,-1.0,,,,1.0,0.0,0.009132420091324311,-0.0,1.0951437066402374,1.008536490460998,100853.64904609979,100853.64904609979,0.0
76,2023-12-19 00:00:00.000000,1.109,1.113,1.114,1.108,29629,3294578.012,0.54,0.72,0.008,0.14,159696,1.1034,1.0851,1.07285,70.24793388429748,0.011642857142857161,1,1.0,,,,1.0,0.0,0.007239819004524861,0.0,1.1030723488602572,1.008536490460998,100853.64904609979,100853.64904609979,0.0
77,2023-12-20 00:00:00.000000,1.116,1.12,1.12,1.116,23798,2658932.534,0.36,0.63,0.007,0.11,159696,1.1078,1.0908000000000002,1.07605,71.875,0.011428571428571455,1,1.0,,,,1.0,0.0,0.0062893081761006275,0.0,1.1100099108027746,1.008536490460998,100853.64904609979,100853.64904609979,0.0
78,2023-12-21 00:00:00.000000,1.101,1.106,1.109,1.101,29174,3219743.216,0.71,-1.25,-0.014,0.14,159696,1.1078000000000001,1.0962,1.07815,66.18705035971229,0.012357142857142891,1,1.0,,,,1.0,0.0,-0.012499999999999956,-0.0,1.09613478691774,1.008536490460998,100853.64904609979,100853.64904609979,0.0
79,2023-12-22 00:00:00.000000,1.112,1.109,1.116,1.107,22226,2468563.514,0.81,0.27,0.003,0.11,159696,1.1106000000000003,1.1008,1.0803999999999998,66.90140845070425,0.01278571428571432,1,1.0,,,,1.0,0.0,0.002712477396021651,0.0,1.0991080277502474,1.008536490460998,100853.64904609979,100853.64904609979,0.0
80,2023-12-25 00:00:00.000000,1.109,1.11,1.115,1.109,8392,932118.0,0.54,0.09,0.001,0.04,159696,1.1116,1.1047,1.08295,72.72727272727272,0.012285714285714329,1,1.0,,,,1.0,0.0,0.0009017132551849549,0.0,1.10009910802775,1.008536490460998,100853.64904609979,100853.64904609979,0.0
81,2023-12-26 00:00:00.000000,1.112,1.119,1.121,1.112,37369,4177582.354,0.81,0.81,0.009,0.18,159696,1.1128000000000002,1.1080999999999999,1.08575,71.875,0.012071428571428606,1,1.0,,,,1.0,0.0,0.008108108108108025,0.0,1.1090188305252722,1.008536490460998,100853.64904609979,100853.64904609979,0.0
82,2023-12-27 00:00:00.000000,1.12,1.124,1.126,1.12,38599,4338680.3,0.54,0.45,0.005,0.19,159696,1.1136000000000001,1.1107,1.0887499999999999,79.50819672131142,0.011642857142857177,1,1.0,,,,1.0,0.0,0.0044682752457552155,0.0,1.1139742319127846,1.008536490460998,100853.64904609979,100853.64904609979,0.0
83,2023-12-28 00:00:00.000000,1.125,1.121,1.128,1.118,44597,5002140.0,0.89,-0.27,-0.003,0.21,159696,1.1166,1.1122,1.0916,75.43859649122797,0.011214285714285732,1,1.0,,,,1.0,0.0,-0.002669039145907548,-0.0,1.111000991080277,1.008536490460998,100853.64904609979,100853.64904609979,0.0
84,2023-12-29 00:00:00.000000,1.12,1.117,1.12,1.114,38384,4286397.9,0.54,-0.36,-0.004,0.18,159696,1.1182,1.1144,1.0943999999999998,70.90909090909082,0.011071428571428574,1,1.0,,,,1.0,0.0,-0.003568242640499597,-0.0,1.107036669970267,1.008536490460998,100853.64904609979,100853.64904609979,0.0
85,2024-01-02 00:00:00.000000,1.112,1.114,1.115,1.11,56264,6255237.4,0.45,-0.27,-0.003,0.27,159696,1.119,1.1153,1.0970499999999999,64.64646464646465,0.010571428571428565,1,1.0,,,,1.0,0.0,-0.0026857654431512445,-0.0,1.1040634291377596,1.008536490460998,100853.64904609979,100853.64904609979,0.0
86,2024-01-03 00:00:00.000000,1.102,1.098,1.102,1.092,36436,3992046.794,0.9,-1.44,-0.016,0.18,159696,1.1148,1.1138000000000001,1.09945,50.0,0.011214285714285701,0,1.0,,,,1.0,0.0,-0.014362657091561926,-0.0,1.08820614469772,1.008536490460998,100853.64904609979,100853.64904609979,0.0
87,2024-01-04 00:00:00.000000,1.091,1.09,1.091,1.088,24952,2717543.836,0.27,-0.73,-0.008,0.12,159696,1.108,1.1108,1.1008,42.15686274509805,0.010714285714285707,0,0.0,,,,1.0,0.0,-0.007285974499089298,-0.0,1.0802775024777003,1.008536490460998,100853.64904609979,100853.64904609979,0.0
88,2024-01-05 00:00:00.000000,1.083,1.083,1.088,1.082,16518,1791741.2,0.55,-0.64,-0.007,0.08,159696,1.1004,1.1085,1.10235,43.87755102040818,0.010357142857142843,0,0.0,,,,1.0,0.0,-0.006422018348623992,-0.0,1.0733399405351827,1.008536490460998,100853.64904609979,100853.64904609979,0.0
89,2024-01-08 00:00:00.000000,1.084,1.084,1.089,1.083,15938,1729434.791,0.55,0.09,0.001,0.08,159696,1.0938,1.106,1.1034000000000002,38.20224719101134,0.009928571428571413,-1,0.0,,,,1.0,0.0,0.0009233610341645715,0.0,1.0743310208126853,1.008536490460998,100853.64904609979,100853.64904609979,0.0
90,2024-01-09 00:00:00.000000,1.106,1.11,1.11,1.105,33533,3716765.8,0.46,2.4,0.026,0.16,159696,1.093,1.106,1.10535,48.59813084112155,0.011142857142857121,0,-1.0,1.098857142857143,,1.11,1.0,90090.09009009009,0.023985239852398532,-0.021608324191350028,1.1000991080277498,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
91,2024-01-10 00:00:00.000000,1.11,1.111,1.114,1.11,36723,4080106.2,0.36,0.09,0.001,0.18,159696,1.0956000000000001,1.1052000000000002,1.1066500000000001,45.54455445544549,0.010928571428571399,0,0.0,,1.1000714285714286,1.111,1.0,90090.09009009009,0.0009009009009008917,0.0,1.1010901883052522,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
92,2024-01-11 00:00:00.000000,1.119,1.123,1.124,1.118,54027,6054777.1,0.54,1.08,0.012,0.26,159696,1.1021999999999998,1.1051,1.1079,58.58585858585852,0.01049999999999997,0,0.0,,1.1125,1.123,1.0,90090.09009009009,0.01080108010801073,0.0,1.1129831516352817,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
93,2024-01-12 00:00:00.000000,1.116,1.119,1.123,1.114,23293,2602448.8,0.8,-0.36,-0.004,0.11,159696,1.1094000000000002,1.1049,1.1085500000000001,54.999999999999986,0.01042857142857139,0,0.0,,1.1125714285714285,1.123,1.0,90090.09009009009,-0.003561887800534236,-0.0,1.109018830525272,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
94,2024-01-15 00:00:00.000000,1.119,1.124,1.125,1.118,37015,4153532.0,0.63,0.45,0.005,0.18,159696,1.1174,1.1056000000000001,1.1099999999999999,56.73076923076922,0.010499999999999954,0,0.0,,1.1135000000000002,1.124,1.0,90090.09009009009,0.0044682752457552155,0.0,1.1139742319127843,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
95,2024-01-16 00:00:00.000000,1.124,1.113,1.124,1.113,27434,3068673.257,0.98,-0.98,-0.011,0.13,159696,1.118,1.1055,1.1103999999999998,47.169811320754725,0.01049999999999997,-1,0.0,,1.1135000000000002,1.124,1.0,0.0,-0.009786476868327454,-0.0,1.103072348860257,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
96,2024-01-17 00:00:00.000000,1.121,1.117,1.124,1.115,40903,4586608.684,0.81,0.36,0.004,0.2,159696,1.1192,1.1074,1.1106,46.66666666666663,0.010785714285714272,0,-1.0,,,,1.0,0.0,0.003593890386343279,-0.0,1.107036669970267,0.9867437070163102,98674.37070163102,100853.64904609979,-0.021608324191350056
